10.114,0.6486,0.85
10.133,0.60844,0.7
10.163,0.59812,0.8
10.461,0.65003,0.9
10.486,0.62733,0.75
10.53,0.63188,0.925
10.568,0.65912,0.75
10.752,0.62123,0.8
10.757,0.63347,0.875
10.883,0.63284,1
10.921,0.64694,0.375
10.932,0.64278,0.475
11.025,0.65328,0.675
11.124,0.63543,0.85
11.154,0.62585,0.925
11.244,0.6133,0.45
11.277,0.65678,0.85
11.406,0.57273,1
11.532,0.70081,0.85
11.691,0.65948,0.825
11.699,0.49746,0.825
11.71,0.66892,0.35
11.745,0.53602,0.775
11.97,0.59416,0.9
12.12,0.57199,0.875
12.162,0.59004,0.925
12.225,0.66135,0.95
12.23,0.55758,0.875
12.268,0.60858,0.975
12.35,0.64386,0.5
12.411,0.68315,0.575
12.465,0.58446,0.95
12.471,0.61351,1
12.509,0.61255,0.725
12.654,0.62453,0.8
12.709,0.47831,0.8
12.876,0.64901,0.95
12.914,0.57356,0.9
13.046,0.64262,0.7
13.046,0.60181,0.65
13.112,0.62064,0.95
13.142,0.58129,0.975
13.437,0.67296,0.8
13.533,0.68448,0.775
13.648,0.55115,0.825
13.681,0.53767,0.825
13.812,0.60568,0.925
13.84,0.60499,0.85
13.854,0.37692,0.55
13.87,0.58131,0.95
13.936,0.64376,0.975
13.969,0.68419,0.7
14.149,0.64095,0.95
14.22,0.69025,1
14.242,0.62673,0.825
14.574,0.61708,0.85
14.631,0.50039,0.95
14.738,0.61121,0.75
14.768,0.61037,0.975
14.823,0.64015,0.775
14.85,0.67696,0.8
14.853,0.60046,0.975
14.888,0.66502,0.9
14.99,0.52137,0.875
15.039,0.57274,0.875
15.069,0.61438,0.95
15.151,0.57706,1
15.302,0.55091,0.925
15.411,0.59691,0.95
15.556,0.57147,1
15.595,0.56148,0.95
15.603,0.69519,0.875
15.65,0.60921,0.975
15.691,0.65634,0.725
15.775,0.57057,0.75
15.882,0.59646,0.6
15.91,0.51117,0.95
15.923,0.62737,0.7
15.973,0.6042,0.925
16.052,0.64131,1
16.162,0.63858,0.925
16.214,0.62208,0.95
16.285,0.60031,0.95
16.29,0.68489,0.875
16.745,0.62952,0.95
16.764,0.56551,0.975
17.01,0.64399,0.95
17.125,0.58791,0.95
17.155,0.57395,0.775
17.229,0.58072,0.975
17.44,0.59126,0.875
17.454,0.67613,0.65
17.462,0.56455,0.875
17.492,0.67242,0.825
17.84,0.58113,0.725
17.864,0.64272,0.95
17.905,0.66349,0.925
17.96,0.63574,0.925
18.114,0.63347,0.8
18.141,0.65099,0.95
18.171,0.59693,0.9
18.314,0.62545,0.7
18.333,0.57174,0.925
18.39,0.65039,0.95
18.428,0.56774,0.975
18.489,0.39977,0.95
18.522,0.59461,0.875
18.544,0.59863,0.775
18.565,0.63451,0.975
18.604,0.59739,0.925
18.653,0.66403,0.8
18.721,0.62129,0.95
18.724,0.66066,0.625
18.743,0.50513,0.8
18.795,0.66183,0.925
18.809,0.58055,0.95
18.853,0.53741,1
18.856,0.6303,0.8
18.858,0.6368,0.8
18.864,0.53048,0.975
18.883,0.59512,0.975
18.897,0.55408,0.975
18.899,0.58528,0.95
18.902,0.64509,0.925
18.927,0.53686,0.975
18.96,0.66901,0.975
19.212,0.63766,0.875
19.22,0.68525,0.95
19.655,0.68568,0.9
20.32,0.66098,1
20.386,0.65402,0.95
20.452,0.5792,0.93
20.616,0.56884,0.95
20.646,0.63388,0.5
20.668,0.69008,0.875
20.701,0.60569,0.95
20.753,0.61202,0.875
20.906,0.65944,0.75
21.079,0.64444,0.9
21.404,0.63263,0.975
21.448,0.57429,0.95
21.481,0.57426,0.975
21.517,0.6052,0.85
21.607,0.60848,0.925
21.676,0.61345,0.975
21.703,0.57028,0.775
21.736,0.67518,0.9
21.84,0.58873,0.8
21.908,0.49575,1
21.958,0.56827,1
22.037,0.62223,1
22.067,0.68601,0.95
22.086,0.64277,0.7
22.149,0.67013,0.95
22.177,0.49103,0.975
22.204,0.65788,0.875
22.374,0.62486,0.9
22.398,0.59557,0.975
22.437,0.67969,0.825
22.519,0.63257,0.975
22.606,0.60629,0.975
22.68,0.57222,0.95
22.765,0.52656,0.975
23.157,0.59507,0.95
23.255,0.61083,0.95
23.337,0.638,0.975
23.485,0.54727,0.825
23.619,0.70041,0.875
23.712,0.59917,0.975
23.8,0.68195,0.975
24.033,0.57972,1
24.285,0.62009,0.95
24.326,0.59999,0.95
24.928,0.5779,0.75
25.018,0.54817,1
25.035,0.68302,0.95
25.125,0.62109,0.975
25.128,0.65513,1
25.174,0.59763,0.975
25.437,0.67805,0.975
25.717,0.55212,1
25.719,0.62858,0.975
25.728,0.57615,0.925
